"","orden_de_gobierno","siglas_de_la_institucion","institucion","clave_de_la_uc","nombre_de_la_uc","responsable_de_la_uc","codigo_del_expediente","titulo_del_expediente","plantilla_del_expediente","fundamento_legal","numero_del_procedimiento","fecha_de_fallo","fecha_de_publicacion","fecha_de_apertura","caracter_del_procedimiento","tipo_de_contratacion","tipo_de_procedimiento","forma_de_participacion","codigo_del_contrato","num_de_control_del_contrato","titulo_del_contrato","fecha_de_inicio_del_contrato","fecha_de_fin_del_contrato","importe_del_contrato","moneda_del_contrato","estatus_del_contrato","convenio_modificatorio","clave_del_programa_federal","fecha_de_firma_del_contrato","contrato_marco","compra_consolidada","contrato_plurianual","clave_de_cartera_shcp","folio_en_el_rupc","rfc","proveedor_o_contratista","estratificacion_de_la_empresa","clave_del_pais_de_la_empresa","rfc_verificado_en_el_sat","credito_externo","organismo_financiero","direccion_del_anuncio","d_fallo","d_publicacion","d_apertura","d_inicio_del_contrato","d_fin_del_contrato","d_firma_del_contrato","dd_pub_y_aper","dd_pub_y_fallo","dd_aper_y_fallo","p_exp","p_con","quinced"
"143","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR025","IMSS-Coordinación de Abastecimiento y Equipamiento de la Delegación Sur del Distrito Federal #050GYR025","Coral Téllez Sánchez","1814231","SERVICIO DE DIGITALIZACION EJERCICIO 2019","01. Licitación Pública LAASSP",NA,"LA-050GYR025-E244-2018",2018-11-30,2018-11-13 15:00:00,2018-11-28 11:00:00,"Nacional","Servicios","Licitación Pública","Electrónica","1972567","SI180009","SERVICIO DE DIGITALIZACION EJERCICIO 2019",2019-01-01,2019-12-31,"70951860","MXN","Activo","0",NA,2018-12-05,"No se utilizó el Contrato Marco","0","0",NA,"7332","RME9212045I4","RELIABLE DE MEXICO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1583757","viernes","martes","miércoles","martes","martes","miércoles",15,16,2,4,4,0
"144","APF","TFJA","Tribunal Federal de Justicia Administrativa","032000001","TFJA-Dirección General de Recursos Materiales y Servicios Generales #032000001","Olivia Castañeda Zarco","1814232","Servicio integral de limpieza","03. Invitación a Cuando Menos Tres Personas LAASSP","Art. 42 párrafo primero","IA-032000001-E221-2018",2018-11-13,2018-10-30 10:21:00,2018-11-12 14:00:00,"Nacional","Servicios","Invitación a Cuando Menos 3 Personas","Presencial","1970333","TFJA-SOA-SRNI-04/2019","SERVICIO INTEGRAL DE LIMPIEZA A MUEBLES E INMUEBLES",2019-01-01,2019-12-31,"476400","MXN","Activo","0",NA,2018-11-28,"No se utilizó el Contrato Marco","0","0",NA,"27903","LTE930130C93","LAVADORES TECNICOS SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1577109","martes","martes","lunes","martes","martes","miércoles",13,14,0,3,7,1
"145","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR050","IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA #050GYR050","Sarita Fabiola Montiel Pacheco","1814912","Solicitud de Cotizaciones para la Contratación de Formulas Magistrales","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR050-E93-2018",NA,2018-10-30 15:03:00,2018-11-08 10:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Electrónica","1960444","D8M0132","Solicitud de Cotizaciones para la Contratación de Formulas Magistrales",2019-01-01,2019-12-31,"95389.55","MXN","Activo","0",NA,2019-01-01,"No se utilizó el Contrato Marco","0","0",NA,"25592","MEX010913Q41","MEDICAMENTOS EXCLUSIVOS SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1577693",NA,"martes","jueves","martes","martes","martes",9,NA,NA,8,8,1
"146","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR001","IMSS-Del. Guerrero, Coordinación de Abastecimiento y Equipamiento #050GYR001","Rodolfo Valdovinos Álvarez","1815583","AA-050GYR001-E172-2018 CONV ADJ SERV BOLETOS DE AVION EJERCICIO 2019","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR001-E172-2018",NA,2018-11-26 12:29:00,2018-11-16 10:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1965316","S8M0250","AA-050GYR001-E172-2018 CONV ADJ SERV BOLETOS DE AVION EJERCICIO 2019",2019-01-01,2019-12-31,"172413.79","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"SERGIO JULIO RODRIGUEZ OLVERA","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1589419",NA,"lunes","viernes","martes","martes",NA,-10,NA,NA,8,8,1
"147","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR001","IMSS-Del. Guerrero, Coordinación de Abastecimiento y Equipamiento #050GYR001","Rodolfo Valdovinos Álvarez","1815583","AA-050GYR001-E172-2018 CONV ADJ SERV BOLETOS DE AVION EJERCICIO 2019","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR001-E172-2018",NA,2018-11-26 12:29:00,2018-11-16 10:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1965333","S8M0251","AA-050GYR001-E172-2018 CONV ADJ SERV BOLETOS DE AVION EJERCICIO 2019",2019-01-01,2019-12-31,"129310.34","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"SERGIO JULIO RODRIGUEZ OLVERA","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1589419",NA,"lunes","viernes","martes","martes",NA,-10,NA,NA,8,8,1
"148","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1817139","AA-050GYR005-E240-2018 CONTRATACION DE PRÓTESIS Y ENDOPROTESIS","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR005-E240-2018",NA,2018-11-07 14:53:00,2018-11-14 14:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Mixta","1966653","D8M0323","AA-050GYR005-E240-2018 CONTRATACION DE PRÓTESIS Y ENDOPROTESIS",2019-01-01,2020-01-01,"157413.79","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"101768",NA,"ADRIAN ROJAS LOPEZ","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581733",NA,"miércoles","miércoles","martes","miércoles",NA,7,NA,NA,5,5,1
"149","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1817139","AA-050GYR005-E240-2018 CONTRATACION DE PRÓTESIS Y ENDOPROTESIS","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR005-E240-2018",NA,2018-11-07 14:53:00,2018-11-14 14:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Mixta","1966658","D8M0324","AA-050GYR005-E240-2018 CONTRATACION DE PRÓTESIS Y ENDOPROTESIS",2019-01-01,2020-01-01,"172413.79","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"RAFAEL ROJAS LOPEZ","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581733",NA,"miércoles","miércoles","martes","miércoles",NA,7,NA,NA,5,5,1
"150","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR079","IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079","Carlos Eduardo Pérez Avila","1818072","CONTRATACION DE TINTA NEGRA FOCON 004/2019","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR079-E150-2018",NA,2018-11-05 15:51:00,2018-11-08 12:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Electrónica","1969322",NA,"D188046",2019-01-01,2019-12-31,"16227","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,"PAN141120BL4","POLOCOMER & COMPAÑIA SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1580255",NA,"lunes","jueves","martes","martes",NA,3,NA,NA,5,0,1
"151","APF","CONAGUA","Comisión Nacional del Agua","016B00999","CONAGUA-COORD GEN DE PROY DEL VALLE DE MÉXICO #016B00999","Angel Santana De Paz","1819599","MANTENIMIENTO DE LA PLANTA DE BOMBEO ""LA CALDERA""  Y SUS CAPTACIONES","01. Licitación Pública LAASSP",NA,"LA-016B00999-E80-2018",2018-11-27,2018-11-07 17:41:00,2018-11-22 10:30:00,"Nacional","Servicios","Licitación Pública","Presencial","1970947","CGPEAS-OCAVM-MEX-18-053-FI-LP","MANTENIMIENTO DE LA PLANTA DE BOMBEO ""LA CALDERA""  Y SUS CAPTACIONES",2019-01-01,2019-06-30,"19477587.79","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"VEOLIA AGUA CENTRO, S.A. DE C.V.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581688","martes","miércoles","jueves","martes","domingo",NA,15,19,5,11,11,0
"152","APF","CONAGUA","Comisión Nacional del Agua","016B00999","CONAGUA-COORD GEN DE PROY DEL VALLE DE MÉXICO #016B00999","Angel Santana De Paz","1819617","MANTENIMIENTO DE LA PLANTA DE BOMBEO ""CASA COLORADA PROFUNDA""","01. Licitación Pública LAASSP",NA,"LA-016B00999-E81-2018",2018-11-27,2018-11-07 17:42:00,2018-11-22 12:30:00,"Nacional","Servicios","Licitación Pública","Presencial","1970768","CGPEAS-OCAVM-MEX-18-052-FI-LP","MANTENIMIENTO DE LA PLANTA DE BOMBEO ""CASA COLORADA PROFUNDA""",2019-01-01,2019-06-30,"12388180.48","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"PROYECTOS Y CONSTRUCCIONES URISA S.A. DE C.V.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581697","martes","miércoles","jueves","martes","domingo",NA,15,19,4,8,8,0
"153","APF","CONAGUA","Comisión Nacional del Agua","016B00999","CONAGUA-COORD GEN DE PROY DEL VALLE DE MÉXICO #016B00999","Angel Santana De Paz","1819624","MANTENIMIENTO DE LA PB´S ""EL CARACOL""Y DE LAS ESTRUCTURAS ""TEO-TIRR","01. Licitación Pública LAASSP",NA,"LA-016B00999-E82-2018",2018-11-27,2018-11-07 17:44:00,2018-11-22 14:30:00,"Nacional","Servicios","Licitación Pública","Presencial","1970363","CGPEAS-OCAVM-MEX-18-051-FI-LP","MANTENIMIENTO DE LA PB´S ""EL CARACOL""Y DE LAS ESTRUCTURAS ""TEO-TIRR",2019-01-01,2019-06-30,"19782119.79","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"PROYECTOS Y CONSTRUCCIONES URISA S.A. DE C.V.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581716","martes","miércoles","jueves","martes","domingo",NA,15,19,4,9,9,0
"154","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR007","IMSS-Oficina de Adquisiciones Delegación Morelos #050GYR007","Claudia Catalina Laureano Palma","1819792","S18/AD/387/2018 VALES DE GASOLINA","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR007-E703-2018",NA,2018-11-07 17:31:00,2018-11-12 11:30:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Electrónica","1964412","S18/AD/387 VALES DE COMBUSTIBLES 2019","S18/AD/387 VALES DE COMBUSTIBLES",2019-01-02,2019-12-31,"11500","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,"GLE010720BX5","GRUPO LEZGAR SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581862",NA,"miércoles","lunes","miércoles","martes",NA,5,NA,NA,3,3,1
"155","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR007","IMSS-Oficina de Adquisiciones Delegación Morelos #050GYR007","Claudia Catalina Laureano Palma","1819801","S18/AD/396 RECETARIOS","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR007-E704-2018",NA,2018-11-07 17:45:00,2018-11-12 11:30:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Electrónica","1964398","S18/AD/396 RECETARIOS (2019)","S18/AD/396 RECETARIOS (2019)",2019-01-02,2019-12-31,"206640","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"301756","FGI131018IR6","FORMULARIOS GRAFICOS INTELIGENTES SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581881",NA,"miércoles","lunes","miércoles","martes",NA,5,NA,NA,1,2,1
"156","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR007","IMSS-Oficina de Adquisiciones Delegación Morelos #050GYR007","Claudia Catalina Laureano Palma","1819801","S18/AD/396 RECETARIOS","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR007-E704-2018",NA,2018-11-07 17:45:00,2018-11-12 11:30:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Electrónica","1964400","S18/AD/396/2018 (EJERCICIO 2019)","S18/AD/396/2018 (EJERCICIO 2019)",2019-01-02,2019-12-31,"14700","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,"GLE010720BX5","GRUPO LEZGAR SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581881",NA,"miércoles","lunes","miércoles","martes",NA,5,NA,NA,1,2,1
"157","APF","SAP","Servicios de Atención Psiquiátrica","012N00001","SAP-Servicios de Atención Psiquiátrica #012N00001","Eduardo Ángel Madrigal de León","1819984","LICITACION PUBLICA NACIONAL ELECTRONICA NUMERO LA-050GYR047-E44-2018","01. Licitación Pública LAASSP",NA,"LA-012N00001-E164-2018",2018-11-07,2018-12-04 10:58:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1970520","CONTRATO SS-SAP-LPNE-04-2019","ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2019, DERIVADO DE LA LICITACION PÚBLICA NACIONAL ELECTRONICA LA-050GYR047-E44-2018",2019-01-01,2019-12-31,"2272.5","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,NA,NA,"RALCA S.A DE C.V",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582068","miércoles","martes","viernes","martes","martes","jueves",-39,-27,12,5,31,1
"158","APF","SAP","Servicios de Atención Psiquiátrica","012N00001","SAP-Servicios de Atención Psiquiátrica #012N00001","Eduardo Ángel Madrigal de León","1819984","LICITACION PUBLICA NACIONAL ELECTRONICA NUMERO LA-050GYR047-E44-2018","01. Licitación Pública LAASSP",NA,"LA-012N00001-E164-2018",2018-11-07,2018-12-04 10:58:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1970648","CONTRATO SS-SAP-LPNE-10-2019","ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2019, DERIVADO DE LA LICITACION PÚBLICA NACIONAL ELECTRONICA LA-050GYR047-E44-2018",2019-01-01,2019-12-31,"25461.5","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,"3721","BAX871207MN3","BAXTER SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582068","miércoles","martes","viernes","martes","martes","jueves",-39,-27,12,5,31,1
"159","APF","SAP","Servicios de Atención Psiquiátrica","012N00001","SAP-Servicios de Atención Psiquiátrica #012N00001","Eduardo Ángel Madrigal de León","1819984","LICITACION PUBLICA NACIONAL ELECTRONICA NUMERO LA-050GYR047-E44-2018","01. Licitación Pública LAASSP",NA,"LA-012N00001-E164-2018",2018-11-07,2018-12-04 10:58:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1968637","CONTRATO SS-SAP-LPNE-01-2019","ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2019, DERIVADO DE LA LICITACION PÚBLICA NACIONAL ELECTRONICA LA-050GYR047-E44-2018",2019-01-01,2019-12-31,"1515607.75","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,"434","GFE061004F65","GRUPO FARMACOS ESPECIALIZADOS SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582068","miércoles","martes","viernes","martes","martes","jueves",-39,-27,12,5,31,1
"160","APF","SAP","Servicios de Atención Psiquiátrica","012N00001","SAP-Servicios de Atención Psiquiátrica #012N00001","Eduardo Ángel Madrigal de León","1819984","LICITACION PUBLICA NACIONAL ELECTRONICA NUMERO LA-050GYR047-E44-2018","01. Licitación Pública LAASSP",NA,"LA-012N00001-E164-2018",2018-11-07,2018-12-04 10:58:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1968658","CONTRATO SS-SAP-LPNE-02-2019","ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2019, DERIVADO DE LA LICITACION PÚBLICA NACIONAL ELECTRONICA LA-050GYR047-E44-2018",2019-01-01,2019-12-31,"574387.89","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,NA,NA,"DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582068","miércoles","martes","viernes","martes","martes","jueves",-39,-27,12,5,31,1
"161","APF","SAP","Servicios de Atención Psiquiátrica","012N00001","SAP-Servicios de Atención Psiquiátrica #012N00001","Eduardo Ángel Madrigal de León","1819984","LICITACION PUBLICA NACIONAL ELECTRONICA NUMERO LA-050GYR047-E44-2018","01. Licitación Pública LAASSP",NA,"LA-012N00001-E164-2018",2018-11-07,2018-12-04 10:58:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1970548","CONTRATO SS-SAP-LPNE-04-2019","ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2019, DERIVADO DE LA LICITACION PÚBLICA NACIONAL ELECTRONICA LA-050GYR047-E44-2018",2019-01-01,2019-12-31,"2272.5","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,"187","PEG860506CT9","PEGO, S.A. DE C.V.","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582068","miércoles","martes","viernes","martes","martes","jueves",-39,-27,12,5,31,1
"162","APF","SAP","Servicios de Atención Psiquiátrica","012N00001","SAP-Servicios de Atención Psiquiátrica #012N00001","Eduardo Ángel Madrigal de León","1819984","LICITACION PUBLICA NACIONAL ELECTRONICA NUMERO LA-050GYR047-E44-2018","01. Licitación Pública LAASSP",NA,"LA-012N00001-E164-2018",2018-11-07,2018-12-04 10:58:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1970573","CONTRATO SS-SAP-LPNE-05-2019","ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2019, DERIVADO DE LA LICITACION PÚBLICA NACIONAL ELECTRONICA LA-050GYR047-E44-2018",2019-01-01,2019-12-31,"9330.3","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,"177","IME990322288","COMPAÑIA INTERNACIONAL MEDICA S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582068","miércoles","martes","viernes","martes","martes","jueves",-39,-27,12,5,31,1
"163","APF","SAP","Servicios de Atención Psiquiátrica","012N00001","SAP-Servicios de Atención Psiquiátrica #012N00001","Eduardo Ángel Madrigal de León","1819984","LICITACION PUBLICA NACIONAL ELECTRONICA NUMERO LA-050GYR047-E44-2018","01. Licitación Pública LAASSP",NA,"LA-012N00001-E164-2018",2018-11-07,2018-12-04 10:58:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1970583","CONTRATO SS-SAP-LPNE-06-2019","ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2019, DERIVADO DE LA LICITACION PÚBLICA NACIONAL ELECTRONICA LA-050GYR047-E44-2018",2019-01-01,2019-12-31,"36604.9","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,"200","CPI8908013SA","COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES, S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582068","miércoles","martes","viernes","martes","martes","jueves",-39,-27,12,5,31,1
"164","APF","SAP","Servicios de Atención Psiquiátrica","012N00001","SAP-Servicios de Atención Psiquiátrica #012N00001","Eduardo Ángel Madrigal de León","1819984","LICITACION PUBLICA NACIONAL ELECTRONICA NUMERO LA-050GYR047-E44-2018","01. Licitación Pública LAASSP",NA,"LA-012N00001-E164-2018",2018-11-07,2018-12-04 10:58:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1970601","CONTRATO SS-SAP-LPNE-07-2019","ADQUISICIÓN DE BIENES TERAPÉUTICOS DE LOS GRUPOS 010 MEDICAMENTOS, 030 FÓRMULAS Y 040 ESTUPEFACIENTES Y PSICOTRÓPICOS, PARA LA COMPRA CONSOLIDADA DEL EJERCICIO FISCAL 2019, DERIVADO DE LA LICITACION PÚBLICA NACIONAL ELECTRONICA LA-050GYR047-E44-2018",2019-01-01,2019-12-31,"29008","MXN","Activo","0",NA,2018-11-22,"No se utilizó el Contrato Marco","1","0",NA,"3687","PRO820519TM6","PROQUIGAMA, S.A. DE C.V.","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1582068","miércoles","martes","viernes","martes","martes","jueves",-39,-27,12,5,31,1
